0 qid:00245 1:0.00000000 2:0.00000000 3:0.00000000 4:0.72630617 5:0.00000000 6:0.00000000 7:0.72183542 8:0.00000000 9:0.00000000 10:0.00000000 11:0.48302166 12:0.12485216 13:0.12485216 14:0.00000000 15:1.00000000 # ROUND-04-002-14_3_5
0 qid:00245 1:0.00000000 2:1.00000000 3:0.22990030 4:0.67366029 5:0.00000000 6:1.00000000 7:0.62129705 8:1.00000000 9:0.07183938 10:0.00000000 11:0.33883572 12:0.38107582 13:0.51141605 14:1.00000000 15:0.51699457 # ROUND-04-002-13_4_1
0 qid:00245 1:0.36250000 2:0.33870968 3:0.00000000 4:0.84357265 5:0.00000000 6:0.91503071 7:0.89107623 8:0.90732113 9:0.00000000 10:0.00000000 11:0.54168629 12:0.75337920 13:0.55071493 14:0.59546816 15:0.52366568 # ROUND-04-002-14_4_3
0 qid:00245 1:0.00000000 2:0.00000000 3:0.00000000 4:0.72630617 5:0.00000000 6:0.88255617 7:0.72183542 8:0.86374187 9:0.00000000 10:0.00000000 11:0.56656778 12:0.87773480 13:0.59683268 14:0.51699457 15:0.59546816 # ROUND-04-002-14_3_2
0 qid:00245 1:0.41428571 2:0.00000000 3:0.22990030 4:0.91401466 5:0.00000000 6:0.88255617 7:0.87242740 8:0.86374187 9:0.07183938 10:0.00000000 11:0.65471370 12:0.71076895 13:0.76780929 14:0.51699457 15:0.59546816 # ROUND-04-002-13_2_2
0 qid:00245 1:1.00000000 2:1.00000000 3:0.22990030 4:0.97228172 5:0.00000000 6:1.00000000 7:1.00000000 8:1.00000000 9:0.07183938 10:0.00000000 11:0.95783670 12:0.96053041 13:0.59915341 14:1.00000000 15:0.51699457 # ROUND-04-002-13_1_1
0 qid:00245 1:0.65483871 2:0.00000000 3:1.00000000 4:1.00000000 5:0.00000000 6:0.88255617 7:0.87788363 8:0.86374187 9:1.00000000 10:0.00000000 11:0.62595151 12:0.56349450 13:0.62807429 14:0.51699457 15:0.59546816 # ROUND-04-002-44_1_2
0 qid:00245 1:0.00000000 2:1.00000000 3:0.00000000 4:0.00000000 5:0.00000000 6:1.00000000 7:0.00000000 8:1.00000000 9:0.00000000 10:0.00000000 11:0.10526703 12:0.16242924 13:0.13632469 14:1.00000000 15:0.51699457 # ROUND-04-002-14_6_1
0 qid:00245 1:0.36250000 2:0.00000000 3:0.00000000 4:0.84357265 5:0.00000000 6:0.00000000 7:0.89107623 8:0.00000000 9:0.00000000 10:0.00000000 11:0.52005229 12:0.00000000 13:0.00000000 14:0.00000000 15:1.00000000 # ROUND-04-002-14_4_5
0 qid:00245 1:0.00000000 2:0.33870968 3:0.00000000 4:0.00000000 5:0.00000000 6:0.91503071 7:0.00000000 8:0.90732113 9:0.00000000 10:0.00000000 11:0.07738090 12:0.06388745 13:0.14327607 14:0.59546816 15:0.52366568 # ROUND-04-002-14_6_3
0 qid:00245 1:0.32222222 2:0.00000000 3:0.00000000 4:0.48914457 5:0.00000000 6:0.80714108 7:0.58167263 8:0.85558059 9:0.00000000 10:0.00000000 11:0.11727965 12:0.37419629 13:0.07875231 14:0.52366568 15:0.00000000 # ROUND-04-002-14_5_4
0 qid:00245 1:0.65483871 2:0.00000000 3:1.00000000 4:1.00000000 5:0.00000000 6:0.00000000 7:0.87788363 8:0.00000000 9:1.00000000 10:0.00000000 11:0.43763930 12:0.05883340 13:0.05883340 14:0.00000000 15:1.00000000 # ROUND-04-002-44_1_5
0 qid:00245 1:0.41428571 2:0.00000000 3:0.22990030 4:0.91401466 5:0.00000000 6:0.00000000 7:0.87242740 8:0.00000000 9:0.07183938 10:0.00000000 11:0.58646888 12:0.07014457 13:0.07014457 14:0.00000000 15:1.00000000 # ROUND-04-002-13_2_5
0 qid:00245 1:0.00000000 2:0.00000000 3:0.22990030 4:0.61329639 5:0.00000000 6:0.00000000 7:0.56907982 8:0.00000000 9:0.07183938 10:0.00000000 11:0.59464196 12:0.00990675 13:0.00990675 14:0.00000000 15:1.00000000 # ROUND-04-002-13_3_5
0 qid:00245 1:0.70731707 2:0.00000000 3:0.00000000 4:0.94792196 5:0.00000000 6:0.88255617 7:0.96110980 8:0.86374187 9:0.00000000 10:0.00000000 11:0.70045467 12:0.69782920 13:0.68759293 14:0.51699457 15:0.59546816 # ROUND-04-002-14_1_2
